NDVI,NDWI,MSI,VV_dB,VH_dB,VV_VH_ratio,growth_fraction,crop_label,stage_label,stress_label,deficit_pct
0.793,0.436,0.952,-18.2,-12.53,1.453,0.65,Maize,Heading/Flowering,Healthy,3.1
0.612,0.434,0.965,-18.45,-12.77,1.445,0.356,Pulses,Vegetative,Healthy,5.1
0.488,0.388,1.109,-18.65,-13.37,1.395,0.131,Wheat,Vegetative,Mild Stress,15.0
0.8,0.435,0.981,-18.4,-12.63,1.457,0.675,Rice,Heading/Flowering,Healthy,6.2
0.428,0.44,0.99,-18.44,-13.24,1.393,0.9,Wheat,Maturity,Healthy,5.8
0.844,0.369,1.119,-18.69,-12.78,1.462,0.55,Maize,Heading/Flowering,Mild Stress,18.1
0.591,0.239,1.354,-19.45,-13.66,1.424,0.808,Wheat,Maturity,Moderate Stress,38.5
0.446,0.222,1.38,-19.37,-13.78,1.406,0.833,Pulses,Maturity,Moderate Stress,39.4
0.683,0.14,1.529,-19.97,-13.75,1.452,0.738,Wheat,Maturity,Severe Stress,56.5
0.603,0.448,0.948,-18.36,-12.6,1.457,0.8,Wheat,Maturity,Healthy,2.0
0.649,0.111,1.576,-20.03,-14.1,1.421,0.478,Pulses,Heading/Flowering,Severe Stress,58.6
0.768,0.149,1.546,-20.09,-13.83,1.453,0.646,Wheat,Heading/Flowering,Severe Stress,54.9
0.591,0.372,1.12,-18.84,-13.26,1.421,0.192,Wheat,Vegetative,Mild Stress,17.4
0.276,0.441,0.991,-18.49,-13.52,1.368,0.056,Pulses,Sowing,Healthy,6.2
0.248,0.428,0.986,-18.66,-13.42,1.39,0.025,Rice,Sowing,Healthy,5.7
0.682,0.161,1.467,-19.92,-13.82,1.441,0.225,Rice,Vegetative,Severe Stress,50.9
0.775,0.453,0.958,-18.38,-12.63,1.455,0.3,Rice,Vegetative,Healthy,2.2
0.644,0.217,1.344,-19.65,-13.49,1.457,0.2,Rice,Vegetative,Moderate Stress,39.9
0.591,0.118,1.542,-19.89,-13.87,1.434,0.192,Wheat,Vegetative,Severe Stress,57.7
0.645,0.192,1.441,-19.79,-13.73,1.441,0.231,Wheat,Vegetative,Severe Stress,45.5
0.844,0.43,0.977,-18.51,-12.27,1.509,0.617,Rice,Heading/Flowering,Healthy,6.1
0.871,0.331,1.154,-19.09,-12.64,1.51,0.558,Rice,Heading/Flowering,Mild Stress,22.7
0.737,0.206,1.396,-19.63,-13.56,1.448,0.267,Rice,Vegetative,Moderate Stress,44.0
0.229,0.351,1.098,-18.78,-13.76,1.365,0.967,Pulses,Harvest,Mild Stress,17.0
0.642,0.202,1.415,-19.56,-13.79,1.418,0.433,Pulses,Vegetative,Severe Stress,46.4
0.763,0.358,1.092,-18.96,-12.66,1.498,0.346,Wheat,Vegetative,Mild Stress,15.8
0.667,0.204,1.44,-19.61,-13.39,1.465,0.23,Maize,Vegetative,Moderate Stress,44.7
0.768,0.305,1.218,-19.23,-13.22,1.455,0.32,Maize,Vegetative,Mild Stress,26.2
0.775,0.231,1.364,-19.33,-13.23,1.461,0.3,Rice,Vegetative,Moderate Stress,39.7
0.807,0.28,1.221,-19.08,-13.18,1.448,0.667,Rice,Heading/Flowering,Mild Stress,28.3
0.757,0.204,1.356,-19.66,-13.5,1.456,0.662,Wheat,Heading/Flowering,Moderate Stress,41.3
0.648,0.163,1.438,-19.77,-13.53,1.461,0.533,Pulses,Heading/Flowering,Severe Stress,48.8
0.644,0.128,1.54,-20.16,-13.9,1.45,0.556,Pulses,Heading/Flowering,Severe Stress,57.6
0.567,0.323,1.187,-18.9,-13.44,1.406,0.823,Wheat,Maturity,Mild Stress,25.0
0.739,0.378,1.076,-18.83,-12.98,1.451,0.29,Maize,Vegetative,Healthy,15.0
0.784,0.144,1.482,-19.75,-13.55,1.458,0.308,Rice,Vegetative,Severe Stress,52.7
0.623,0.219,1.395,-19.77,-13.71,1.442,0.622,Pulses,Heading/Flowering,Moderate Stress,43.2
0.473,0.182,1.406,-19.58,-13.84,1.415,0.189,Pulses,Vegetative,Severe Stress,45.7
0.291,0.368,1.066,-18.65,-13.58,1.373,0.96,Maize,Harvest,Healthy,15.0
0.569,0.129,1.519,-20.13,-13.92,1.446,0.711,Pulses,Maturity,Severe Stress,55.4
0.387,0.396,1.032,-18.74,-13.07,1.434,0.122,Pulses,Vegetative,Healthy,9.4
0.569,0.183,1.41,-19.78,-13.93,1.42,0.289,Pulses,Vegetative,Moderate Stress,44.7
0.728,0.123,1.561,-20.12,-13.91,1.446,0.28,Maize,Vegetative,Severe Stress,56.4
0.612,0.231,1.375,-19.6,-13.53,1.449,0.356,Pulses,Vegetative,Moderate Stress,40.1
0.52,0.41,1.014,-18.37,-13.04,1.409,0.767,Pulses,Maturity,Healthy,8.8
0.814,0.248,1.324,-19.33,-13.06,1.48,0.658,Rice,Heading/Flowering,Moderate Stress,36.5
0.567,0.439,0.967,-18.59,-12.84,1.448,0.823,Wheat,Maturity,Healthy,5.8
0.603,0.331,1.16,-19.11,-13.09,1.46,0.2,Wheat,Vegetative,Mild Stress,23.6
0.402,0.45,0.929,-18.44,-13.19,1.398,0.133,Pulses,Vegetative,Healthy,1.8
0.473,0.339,1.17,-18.83,-13.33,1.413,0.189,Pulses,Vegetative,Mild Stress,22.8
0.591,0.357,1.091,-18.6,-13.1,1.42,0.192,Wheat,Vegetative,Mild Stress,16.4
0.7,0.334,1.163,-18.88,-13.14,1.437,0.277,Wheat,Vegetative,Mild Stress,23.2
0.525,0.118,1.589,-20.14,-14.05,1.433,0.133,Rice,Vegetative,Severe Stress,58.7
0.85,0.188,1.423,-19.89,-13.4,1.484,0.5,Maize,Heading/Flowering,Severe Stress,46.4
0.608,0.205,1.443,-19.77,-13.86,1.426,0.19,Maize,Vegetative,Moderate Stress,44.9
0.12,0.357,1.1,-18.98,-13.74,1.381,1.0,Pulses,Harvest,Mild Stress,17.8
0.827,0.436,1.01,-18.64,-12.32,1.513,0.642,Rice,Heading/Flowering,Healthy,6.5
0.225,0.384,1.058,-18.61,-13.69,1.359,0.02,Maize,Sowing,Healthy,12.9
0.635,0.396,1.056,-18.56,-13.01,1.427,0.223,Wheat,Vegetative,Healthy,10.9
0.717,0.292,1.252,-18.99,-13.01,1.46,0.73,Maize,Maturity,Mild Stress,27.6
0.579,0.233,1.364,-19.52,-13.66,1.429,0.815,Wheat,Maturity,Moderate Stress,40.9
0.827,0.42,1.004,-18.43,-12.69,1.452,0.642,Rice,Heading/Flowering,Healthy,6.7
0.839,0.175,1.427,-19.51,-13.4,1.456,0.375,Rice,Vegetative,Severe Stress,47.1
0.849,0.245,1.324,-19.48,-13.29,1.466,0.608,Rice,Heading/Flowering,Moderate Stress,36.1
0.788,0.395,1.063,-18.59,-12.55,1.481,0.385,Wheat,Vegetative,Healthy,13.6
0.253,0.321,1.213,-19.07,-13.76,1.386,0.956,Pulses,Harvest,Mild Stress,25.2
0.759,0.177,1.438,-19.8,-13.66,1.449,0.69,Maize,Heading/Flowering,Severe Stress,47.7
0.483,0.192,1.406,-19.69,-13.68,1.439,0.12,Maize,Vegetative,Moderate Stress,43.7
0.418,0.392,1.049,-18.84,-13.3,1.417,0.856,Pulses,Maturity,Healthy,13.0
0.614,0.311,1.186,-18.9,-13.1,1.443,0.208,Wheat,Vegetative,Mild Stress,24.0
0.321,0.453,0.941,-18.2,-13.37,1.361,0.054,Wheat,Sowing,Healthy,2.9
0.303,0.122,1.519,-20.0,-14.43,1.386,0.958,Rice,Harvest,Severe Stress,54.7
0.632,0.141,1.538,-20.16,-13.89,1.451,0.6,Pulses,Heading/Flowering,Severe Stress,55.5
0.516,0.154,1.482,-19.83,-14.13,1.403,0.146,Wheat,Vegetative,Severe Stress,52.6
0.525,0.125,1.574,-20.14,-13.92,1.447,0.133,Rice,Vegetative,Severe Stress,57.3
0.82,0.279,1.3,-19.28,-13.23,1.457,0.39,Maize,Vegetative,Moderate Stress,33.2
0.814,0.394,1.057,-18.61,-12.75,1.46,0.342,Rice,Vegetative,Healthy,11.8
0.279,0.17,1.467,-19.79,-14.33,1.381,0.962,Wheat,Harvest,Severe Stress,50.2
0.335,0.441,0.968,-18.47,-13.38,1.38,0.089,Pulses,Vegetative,Healthy,4.8
0.231,0.426,0.987,-18.63,-13.48,1.382,0.977,Wheat,Harvest,Healthy,7.0
0.788,0.131,1.558,-19.86,-13.64,1.456,0.615,Wheat,Heading/Flowering,Severe Stress,55.6
0.825,0.212,1.344,-19.64,-13.05,1.505,0.6,Maize,Heading/Flowering,Moderate Stress,40.1
0.806,0.442,0.966,-18.49,-12.43,1.488,0.577,Wheat,Heading/Flowering,Healthy,5.5
0.83,0.417,0.997,-18.53,-12.63,1.467,0.41,Maize,Vegetative,Healthy,8.2
0.877,0.294,1.261,-19.03,-13.0,1.464,0.467,Rice,Heading/Flowering,Mild Stress,28.6
0.844,0.412,1.064,-18.59,-12.41,1.498,0.55,Maize,Heading/Flowering,Healthy,11.3
0.377,0.134,1.516,-19.77,-14.21,1.391,0.077,Wheat,Sowing,Severe Stress,55.1
0.665,0.433,0.995,-18.6,-12.77,1.457,0.754,Wheat,Maturity,Healthy,7.3
0.784,0.408,1.007,-18.64,-12.71,1.467,0.692,Rice,Heading/Flowering,Healthy,9.1
0.818,0.443,0.961,-18.61,-12.54,1.484,0.469,Wheat,Heading/Flowering,Healthy,4.9
0.418,0.215,1.369,-19.5,-13.87,1.406,0.856,Pulses,Maturity,Moderate Stress,39.8
0.591,0.28,1.292,-19.24,-13.63,1.412,0.808,Wheat,Maturity,Moderate Stress,32.9
0.667,0.18,1.415,-19.71,-13.53,1.457,0.23,Maize,Vegetative,Severe Stress,45.5
0.172,0.428,0.994,-18.38,-13.57,1.354,0.008,Wheat,Sowing,Healthy,8.3
0.377,0.246,1.288,-19.27,-13.76,1.4,0.923,Wheat,Harvest,Moderate Stress,35.0
0.844,0.32,1.192,-19.04,-12.68,1.502,0.55,Maize,Heading/Flowering,Mild Stress,23.4
0.373,0.469,0.943,-18.17,-12.99,1.399,0.067,Rice,Sowing,Healthy,1.8
0.841,0.306,1.243,-19.01,-12.87,1.477,0.56,Maize,Heading/Flowering,Mild Stress,27.1
0.849,0.341,1.177,-19.0,-12.72,1.494,0.392,Rice,Vegetative,Mild Stress,21.8
0.879,0.235,1.348,-19.53,-13.02,1.5,0.483,Rice,Heading/Flowering,Moderate Stress,38.3
0.485,0.178,1.451,-19.66,-13.69,1.436,0.2,Pulses,Vegetative,Severe Stress,45.6
0.85,0.162,1.507,-19.8,-13.35,1.483,0.49,Maize,Heading/Flowering,Severe Stress,52.4
0.803,0.163,1.486,-20.02,-13.33,1.502,0.585,Wheat,Heading/Flowering,Severe Stress,51.5
0.179,0.103,1.582,-20.19,-14.7,1.373,0.008,Rice,Sowing,Severe Stress,59.2
0.551,0.371,1.117,-18.72,-13.29,1.409,0.267,Pulses,Vegetative,Mild Stress,15.6
0.204,0.463,0.936,-18.15,-13.31,1.364,0.015,Wheat,Sowing,Healthy,0.2
0.509,0.235,1.298,-19.28,-13.57,1.421,0.778,Pulses,Maturity,Moderate Stress,36.0
0.279,0.409,1.016,-18.74,-13.54,1.384,0.962,Wheat,Harvest,Healthy,8.1
0.657,0.28,1.241,-19.29,-13.28,1.453,0.208,Rice,Vegetative,Moderate Stress,30.1
0.557,0.391,1.064,-18.54,-13.25,1.399,0.15,Rice,Vegetative,Healthy,13.8
0.784,0.464,0.911,-18.35,-12.36,1.485,0.308,Rice,Vegetative,Healthy,0.8
0.868,0.408,1.046,-18.67,-12.44,1.501,0.567,Rice,Heading/Flowering,Healthy,11.6
0.319,0.475,0.923,-18.11,-13.02,1.391,0.05,Maize,Sowing,Healthy,0.1
0.834,0.249,1.303,-19.21,-13.01,1.477,0.58,Maize,Heading/Flowering,Moderate Stress,36.3
0.645,0.119,1.561,-19.94,-13.68,1.458,0.231,Wheat,Vegetative,Severe Stress,56.2
0.693,0.337,1.121,-19.03,-12.96,1.468,0.25,Maize,Vegetative,Mild Stress,19.1
0.617,0.193,1.406,-19.5,-13.83,1.41,0.183,Rice,Vegetative,Severe Stress,46.0
0.502,0.359,1.11,-18.79,-13.35,1.407,0.862,Wheat,Maturity,Mild Stress,17.4
0.807,0.268,1.278,-19.17,-13.02,1.472,0.63,Maize,Heading/Flowering,Moderate Stress,33.4
0.276,0.42,0.985,-18.66,-13.29,1.404,0.033,Rice,Sowing,Healthy,7.7
0.799,0.436,1.002,-18.47,-12.61,1.465,0.592,Wheat,Heading/Flowering,Healthy,6.1
0.768,0.347,1.103,-18.81,-12.85,1.464,0.32,Maize,Vegetative,Mild Stress,18.1
0.573,0.202,1.449,-19.73,-13.57,1.454,0.842,Rice,Maturity,Severe Stress,45.7
0.807,0.291,1.246,-19.05,-12.87,1.48,0.37,Maize,Vegetative,Mild Stress,28.2
0.858,0.448,0.948,-18.33,-12.54,1.462,0.592,Rice,Heading/Flowering,Healthy,2.2
0.248,0.323,1.177,-18.88,-13.78,1.37,0.025,Rice,Sowing,Mild Stress,23.1
0.815,0.292,1.216,-19.15,-12.86,1.489,0.454,Wheat,Heading/Flowering,Mild Stress,27.9
0.473,0.38,1.078,-18.57,-13.21,1.406,0.108,Rice,Vegetative,Healthy,13.3
0.617,0.123,1.531,-20.01,-14.05,1.424,0.367,Pulses,Vegetative,Severe Stress,55.9
0.418,0.244,1.315,-19.46,-13.57,1.434,0.856,Pulses,Maturity,Moderate Stress,34.5
0.844,0.123,1.525,-19.85,-13.74,1.445,0.45,Maize,Heading/Flowering,Severe Stress,54.9
0.441,0.177,1.431,-19.84,-13.96,1.421,0.9,Maize,Maturity,Severe Stress,46.1
0.555,0.251,1.322,-19.5,-13.74,1.419,0.831,Wheat,Maturity,Moderate Stress,36.2
0.846,0.146,1.532,-20.05,-13.5,1.485,0.46,Maize,Heading/Flowering,Severe Stress,53.6
0.202,0.338,1.194,-19.02,-13.88,1.37,0.022,Pulses,Sowing,Mild Stress,22.6
0.606,0.385,1.066,-18.79,-12.98,1.448,0.656,Pulses,Heading/Flowering,Healthy,14.4
0.297,0.425,0.964,-18.26,-13.38,1.365,0.067,Pulses,Sowing,Healthy,5.0
0.813,0.318,1.197,-18.9,-13.04,1.449,0.446,Wheat,Vegetative,Mild Stress,25.1
0.7,0.326,1.146,-19.0,-13.13,1.447,0.277,Wheat,Vegetative,Mild Stress,21.5
0.879,0.203,1.407,-19.57,-13.39,1.462,0.517,Rice,Heading/Flowering,Moderate Stress,43.4
0.639,0.372,1.103,-18.95,-12.84,1.476,0.422,Pulses,Vegetative,Mild Stress,16.2
0.821,0.181,1.457,-19.61,-13.46,1.457,0.35,Rice,Vegetative,Severe Stress,48.2
0.727,0.185,1.42,-19.5,-13.32,1.464,0.258,Rice,Vegetative,Moderate Stress,44.6
0.786,0.456,0.946,-18.2,-12.62,1.442,0.66,Maize,Heading/Flowering,Healthy,0.3
0.807,0.411,0.976,-18.36,-12.73,1.442,0.333,Rice,Vegetative,Healthy,6.6
0.418,0.432,1.018,-18.56,-13.03,1.424,0.856,Pulses,Maturity,Healthy,6.5
0.693,0.131,1.519,-20.15,-13.89,1.451,0.75,Maize,Maturity,Severe Stress,55.7
0.202,0.409,1.055,-18.76,-13.61,1.378,0.022,Pulses,Sowing,Healthy,9.7
0.617,0.382,1.078,-18.87,-12.82,1.472,0.817,Rice,Maturity,Healthy,12.8
0.502,0.247,1.331,-19.45,-13.69,1.421,0.87,Maize,Maturity,Moderate Stress,36.0
0.774,0.242,1.327,-19.48,-13.47,1.446,0.638,Wheat,Heading/Flowering,Moderate Stress,38.4
0.592,0.45,0.939,-18.19,-12.86,1.414,0.322,Pulses,Vegetative,Healthy,2.8
0.642,0.393,1.051,-18.68,-12.75,1.465,0.567,Pulses,Heading/Flowering,Healthy,11.0
0.474,0.398,1.019,-18.41,-13.06,1.41,0.877,Wheat,Maturity,Healthy,9.5
0.473,0.405,0.994,-18.63,-13.09,1.423,0.892,Rice,Maturity,Healthy,7.9
0.276,0.434,0.981,-18.54,-13.38,1.386,0.967,Rice,Harvest,Healthy,7.2
0.646,0.254,1.337,-19.34,-13.37,1.447,0.544,Pulses,Heading/Flowering,Moderate Stress,36.2
0.624,0.392,1.09,-18.65,-12.83,1.454,0.785,Wheat,Maturity,Healthy,13.3
0.808,0.434,1.012,-18.68,-12.74,1.466,0.431,Wheat,Vegetative,Healthy,7.3
0.796,0.274,1.281,-19.44,-12.95,1.501,0.6,Wheat,Heading/Flowering,Moderate Stress,31.9
0.588,0.441,0.971,-18.41,-12.61,1.46,0.167,Rice,Vegetative,Healthy,2.7
0.819,0.228,1.347,-19.27,-13.07,1.474,0.477,Wheat,Heading/Flowering,Moderate Stress,38.6
0.402,0.287,1.228,-19.25,-13.53,1.423,0.867,Pulses,Maturity,Mild Stress,29.2
0.779,0.217,1.409,-19.48,-13.4,1.454,0.369,Wheat,Vegetative,Moderate Stress,42.5
0.497,0.391,1.038,-18.75,-13.11,1.43,0.211,Pulses,Vegetative,Healthy,11.1
0.441,0.296,1.253,-19.1,-13.74,1.39,0.9,Maize,Maturity,Mild Stress,29.5
0.185,0.201,1.407,-19.56,-14.42,1.356,0.01,Maize,Sowing,Moderate Stress,43.6
0.716,0.457,0.923,-18.15,-12.43,1.46,0.25,Rice,Vegetative,Healthy,0.0
0.557,0.191,1.41,-19.82,-13.87,1.429,0.15,Rice,Vegetative,Moderate Stress,44.6
0.599,0.124,1.531,-20.05,-13.74,1.459,0.667,Pulses,Heading/Flowering,Severe Stress,55.0
0.85,0.358,1.117,-18.97,-12.86,1.475,0.49,Maize,Heading/Flowering,Mild Stress,17.4
0.202,0.19,1.419,-19.8,-14.41,1.374,0.022,Pulses,Sowing,Severe Stress,46.9
0.705,0.221,1.348,-19.72,-13.32,1.48,0.26,Maize,Vegetative,Moderate Stress,40.7
0.443,0.106,1.55,-20.2,-14.05,1.438,0.892,Wheat,Maturity,Severe Stress,58.4
0.65,0.432,0.965,-18.55,-12.84,1.445,0.489,Pulses,Heading/Flowering,Healthy,3.5
0.353,0.417,1.003,-18.58,-13.26,1.401,0.1,Pulses,Vegetative,Healthy,7.5
0.774,0.283,1.241,-18.98,-13.18,1.44,0.638,Wheat,Heading/Flowering,Mild Stress,28.6
0.731,0.426,1.009,-18.63,-12.56,1.483,0.308,Wheat,Vegetative,Healthy,7.9
0.353,0.266,1.299,-19.37,-13.79,1.405,0.9,Pulses,Maturity,Moderate Stress,32.8
0.353,0.314,1.224,-19.14,-13.72,1.395,0.9,Pulses,Maturity,Mild Stress,25.7
0.737,0.299,1.237,-19.17,-12.96,1.479,0.733,Rice,Maturity,Mild Stress,29.2
0.7,0.32,1.195,-18.79,-12.91,1.455,0.277,Wheat,Vegetative,Mild Stress,22.7
0.846,0.378,1.057,-18.51,-12.6,1.469,0.54,Maize,Heading/Flowering,Healthy,13.2
0.821,0.365,1.154,-18.71,-12.61,1.484,0.65,Rice,Heading/Flowering,Mild Stress,18.7
0.88,0.179,1.466,-19.96,-13.23,1.509,0.492,Rice,Heading/Flowering,Severe Stress,49.8
0.373,0.384,1.098,-18.94,-13.51,1.402,0.933,Rice,Harvest,Healthy,14.6
0.841,0.337,1.162,-18.72,-12.64,1.481,0.56,Maize,Heading/Flowering,Mild Stress,20.7
0.646,0.249,1.329,-19.45,-13.27,1.466,0.544,Pulses,Heading/Flowering,Moderate Stress,36.8
0.522,0.293,1.264,-19.17,-13.3,1.441,0.14,Maize,Vegetative,Mild Stress,29.5
0.636,0.345,1.172,-19.05,-13.12,1.452,0.589,Pulses,Heading/Flowering,Mild Stress,20.5
0.216,0.271,1.264,-19.27,-13.93,1.383,0.983,Rice,Harvest,Moderate Stress,31.4
0.522,0.164,1.521,-19.8,-13.93,1.421,0.86,Maize,Maturity,Severe Stress,52.2
0.716,0.306,1.213,-19.04,-13.1,1.453,0.75,Rice,Maturity,Mild Stress,25.7
0.373,0.158,1.518,-19.81,-14.1,1.405,0.933,Rice,Harvest,Severe Stress,53.2
0.775,0.345,1.158,-18.84,-12.78,1.474,0.3,Rice,Vegetative,Mild Stress,19.0
0.878,0.113,1.571,-19.96,-13.57,1.471,0.525,Rice,Heading/Flowering,Severe Stress,57.0
0.387,0.309,1.253,-19.06,-13.56,1.406,0.878,Pulses,Maturity,Mild Stress,28.2
0.68,0.305,1.191,-19.17,-13.18,1.454,0.76,Maize,Maturity,Mild Stress,25.6
0.419,0.326,1.144,-19.15,-13.54,1.414,0.91,Maize,Maturity,Mild Stress,22.1
0.814,0.457,0.933,-18.4,-12.22,1.506,0.342,Rice,Vegetative,Healthy,0.3
0.648,0.339,1.156,-19.07,-12.94,1.474,0.467,Pulses,Heading/Flowering,Mild Stress,23.0
0.508,0.234,1.349,-19.62,-13.72,1.43,0.875,Rice,Maturity,Moderate Stress,40.3
0.632,0.212,1.418,-19.46,-13.79,1.411,0.6,Pulses,Heading/Flowering,Moderate Stress,42.7
0.441,0.455,0.915,-18.32,-12.98,1.411,0.9,Maize,Maturity,Healthy,1.3
0.483,0.145,1.487,-20.05,-14.15,1.417,0.88,Maize,Maturity,Severe Stress,52.6
0.796,0.32,1.224,-19.09,-12.81,1.49,0.6,Wheat,Heading/Flowering,Mild Stress,26.2
0.779,0.403,1.005,-18.45,-12.63,1.461,0.369,Wheat,Vegetative,Healthy,8.8
0.497,0.099,1.586,-19.94,-14.16,1.408,0.789,Pulses,Maturity,Severe Stress,59.0
0.808,0.124,1.502,-19.96,-13.75,1.452,0.569,Wheat,Heading/Flowering,Severe Stress,54.6
0.485,0.319,1.184,-18.79,-13.48,1.394,0.2,Pulses,Vegetative,Mild Stress,22.4
0.411,0.457,0.964,-18.24,-12.9,1.414,0.908,Wheat,Maturity,Healthy,1.5
0.454,0.366,1.108,-18.75,-13.42,1.397,0.1,Rice,Vegetative,Mild Stress,17.6
0.588,0.363,1.07,-18.9,-13.07,1.446,0.833,Rice,Maturity,Healthy,14.6
0.727,0.437,0.948,-18.51,-12.51,1.48,0.742,Rice,Maturity,Healthy,3.4
0.419,0.217,1.415,-19.71,-13.86,1.422,0.09,Maize,Vegetative,Moderate Stress,43.1
0.202,0.309,1.2,-19.12,-14.0,1.366,0.022,Pulses,Sowing,Mild Stress,23.7
0.435,0.147,1.517,-19.92,-13.92,1.431,0.908,Rice,Maturity,Severe Stress,51.8
0.179,0.412,0.981,-18.39,-13.37,1.375,0.008,Rice,Sowing,Healthy,6.8
0.276,0.164,1.473,-19.63,-14.33,1.37,0.033,Rice,Sowing,Severe Stress,49.3
0.793,0.145,1.55,-20.09,-13.8,1.456,0.65,Maize,Heading/Flowering,Severe Stress,55.1
0.682,0.103,1.581,-20.16,-13.94,1.446,0.225,Rice,Vegetative,Severe Stress,59.6
0.229,0.129,1.558,-20.09,-14.69,1.368,0.033,Pulses,Sowing,Severe Stress,56.8
0.569,0.194,1.403,-19.64,-13.75,1.428,0.711,Pulses,Maturity,Moderate Stress,43.4
0.202,0.145,1.488,-19.67,-14.58,1.349,0.022,Pulses,Sowing,Severe Stress,51.1
0.841,0.142,1.494,-19.74,-13.42,1.471,0.56,Maize,Heading/Flowering,Severe Stress,52.6
0.846,0.377,1.092,-18.87,-12.57,1.501,0.54,Maize,Heading/Flowering,Mild Stress,16.8
0.573,0.376,1.107,-18.66,-13.02,1.433,0.158,Rice,Vegetative,Mild Stress,15.7
0.854,0.445,0.962,-18.53,-12.36,1.499,0.4,Rice,Vegetative,Healthy,3.0
0.529,0.416,0.979,-18.64,-12.88,1.447,0.154,Wheat,Vegetative,Healthy,6.5
0.65,0.18,1.435,-19.81,-13.59,1.458,0.5,Pulses,Heading/Flowering,Severe Stress,47.2
0.428,0.396,1.061,-18.59,-13.4,1.387,0.1,Wheat,Vegetative,Healthy,13.0
0.808,0.37,1.092,-18.56,-12.56,1.478,0.569,Wheat,Heading/Flowering,Mild Stress,15.3
0.759,0.447,0.967,-18.25,-12.59,1.45,0.31,Maize,Vegetative,Healthy,3.8
0.441,0.203,1.372,-19.42,-14.03,1.384,0.1,Maize,Vegetative,Moderate Stress,41.2
0.815,0.279,1.259,-19.16,-12.92,1.483,0.546,Wheat,Heading/Flowering,Moderate Stress,30.9
0.846,0.294,1.264,-19.14,-12.88,1.486,0.46,Maize,Heading/Flowering,Moderate Stress,30.3
0.614,0.143,1.519,-20.06,-13.8,1.454,0.208,Wheat,Vegetative,Severe Stress,55.3
0.834,0.425,1.004,-18.67,-12.65,1.476,0.58,Maize,Heading/Flowering,Healthy,6.6
0.319,0.425,0.972,-18.41,-13.08,1.407,0.05,Maize,Sowing,Healthy,5.5
0.276,0.418,0.97,-18.57,-13.51,1.375,0.944,Pulses,Harvest,Healthy,6.2
0.879,0.198,1.4,-19.69,-13.07,1.507,0.517,Rice,Heading/Flowering,Moderate Stress,42.1
0.627,0.118,1.582,-20.14,-13.76,1.464,0.611,Pulses,Heading/Flowering,Severe Stress,58.9
0.359,0.182,1.476,-19.9,-14.24,1.397,0.931,Wheat,Harvest,Severe Stress,49.6
0.766,0.401,1.036,-18.83,-12.74,1.478,0.708,Rice,Maturity,Healthy,12.0
0.774,0.159,1.512,-19.94,-13.41,1.487,0.638,Wheat,Heading/Flowering,Severe Stress,51.9
0.854,0.393,1.066,-18.72,-12.49,1.499,0.4,Rice,Vegetative,Healthy,11.4
0.844,0.333,1.16,-18.83,-12.62,1.492,0.55,Maize,Heading/Flowering,Mild Stress,19.6
0.849,0.136,1.56,-20.14,-13.46,1.496,0.392,Rice,Vegetative,Severe Stress,57.1
0.784,0.409,1.055,-18.73,-12.57,1.49,0.308,Rice,Vegetative,Healthy,9.6
0.12,0.292,1.263,-19.22,-14.06,1.367,1.0,Pulses,Harvest,Mild Stress,28.9
0.749,0.166,1.449,-19.94,-13.5,1.477,0.7,Maize,Maturity,Severe Stress,48.9
0.402,0.145,1.49,-19.94,-14.12,1.412,0.867,Pulses,Maturity,Severe Stress,52.1
0.179,0.424,1.011,-18.6,-13.56,1.372,0.008,Rice,Sowing,Healthy,9.1
0.541,0.307,1.23,-18.99,-13.58,1.398,0.256,Pulses,Vegetative,Mild Stress,28.7
0.747,0.356,1.152,-18.75,-12.92,1.451,0.275,Rice,Vegetative,Mild Stress,19.0
0.751,0.347,1.161,-18.7,-12.82,1.459,0.331,Wheat,Vegetative,Mild Stress,19.2
0.844,0.424,0.985,-18.46,-12.41,1.488,0.55,Maize,Heading/Flowering,Healthy,6.4
0.56,0.118,1.55,-20.18,-13.96,1.446,0.278,Pulses,Vegetative,Severe Stress,56.5
0.473,0.134,1.491,-19.99,-13.93,1.435,0.189,Pulses,Vegetative,Severe Stress,53.2
0.854,0.166,1.519,-20.05,-13.53,1.482,0.6,Rice,Heading/Flowering,Severe Stress,51.9
0.592,0.315,1.223,-19.17,-13.12,1.461,0.678,Pulses,Heading/Flowering,Mild Stress,27.4
0.172,0.374,1.126,-18.76,-13.8,1.359,0.992,Wheat,Harvest,Mild Stress,17.5
0.297,0.276,1.282,-19.2,-13.64,1.408,0.933,Pulses,Harvest,Moderate Stress,30.2
0.231,0.312,1.202,-18.99,-14.01,1.355,0.023,Wheat,Sowing,Mild Stress,26.6
0.694,0.166,1.466,-19.66,-13.72,1.433,0.767,Rice,Maturity,Severe Stress,51.5
0.807,0.4,1.074,-18.61,-12.81,1.453,0.63,Maize,Heading/Flowering,Healthy,13.0
0.171,0.225,1.383,-19.43,-14.12,1.376,0.989,Pulses,Harvest,Moderate Stress,39.7
0.46,0.228,1.386,-19.37,-13.94,1.39,0.178,Pulses,Vegetative,Moderate Stress,40.7
0.649,0.223,1.377,-19.56,-13.68,1.43,0.522,Pulses,Heading/Flowering,Moderate Stress,42.6
0.606,0.317,1.188,-19.19,-13.41,1.431,0.656,Pulses,Heading/Flowering,Mild Stress,24.4
